community_id,n_nodes,n_edges,n_fraud_nodes,fraud_density,fraud_edge_ratio,high_risk_edge_ratio,drain_ratio,total_amount,avg_amount,avg_degree,density,internal_ratio,ring_score,ring_label
107474,3,2,0,0.0,0.0,1.0,0.5,650697.81,325348.91,0.667,0.333333,1.0,0.375,FRAUD_RING
15642,3,2,0,0.0,0.0,1.0,0.5,287031.27,143515.64,0.667,0.333333,1.0,0.375,FRAUD_RING
15625,3,2,0,0.0,0.0,1.0,0.5,745844.53,372922.27,0.667,0.333333,1.0,0.375,FRAUD_RING
15780,3,2,0,0.0,0.0,1.0,0.5,628920.75,314460.38,0.667,0.333333,1.0,0.375,FRAUD_RING
4356,3,2,0,0.0,0.0,1.0,0.5,307123.07,153561.54,0.667,0.333333,1.0,0.375,FRAUD_RING
4355,3,2,0,0.0,0.0,1.0,0.5,470907.59,235453.79,0.667,0.333333,1.0,0.375,FRAUD_RING
107824,3,2,0,0.0,0.0,1.0,0.5,106927.16,53463.58,0.667,0.333333,1.0,0.375,FRAUD_RING
107878,3,2,0,0.0,0.0,1.0,0.5,590501.49,295250.74,0.667,0.333333,1.0,0.375,FRAUD_RING
15706,3,2,0,0.0,0.0,1.0,0.5,1063869.0,531934.5,0.667,0.333333,1.0,0.375,FRAUD_RING
144486,3,2,0,0.0,0.0,1.0,0.5,617275.47,308637.73,0.667,0.333333,1.0,0.375,FRAUD_RING
144457,3,2,0,0.0,0.0,1.0,0.5,145168.52,72584.26,0.667,0.333333,1.0,0.375,FRAUD_RING
56746,3,2,0,0.0,0.0,1.0,0.5,320349.28,160174.64,0.667,0.333333,1.0,0.375,FRAUD_RING
56721,3,2,0,0.0,0.0,1.0,0.5,164180.84,82090.42,0.667,0.333333,1.0,0.375,FRAUD_RING
56919,3,2,0,0.0,0.0,0.5,1.0,1684252.53,842126.27,0.667,0.333333,1.0,0.375,FRAUD_RING
56636,3,2,0,0.0,0.0,1.0,0.5,127284.44,63642.22,0.667,0.333333,1.0,0.375,FRAUD_RING
56624,3,2,0,0.0,0.0,1.0,0.5,74427.35,37213.67,0.667,0.333333,1.0,0.375,FRAUD_RING
31628,5,4,0,0.0,0.0,1.0,0.5,1250769.85,312692.46,0.8,0.2,1.0,0.375,FRAUD_RING
85509,3,2,0,0.0,0.0,1.0,0.5,331544.88,165772.44,0.667,0.333333,1.0,0.375,FRAUD_RING
15905,3,2,0,0.0,0.0,1.0,0.5,395038.91,197519.45,0.667,0.333333,1.0,0.375,FRAUD_RING
108261,3,2,0,0.0,0.0,1.0,0.5,517092.22,258546.11,0.667,0.333333,1.0,0.375,FRAUD_RING
108223,3,2,0,0.0,0.0,1.0,0.5,249171.47,124585.74,0.667,0.333333,1.0,0.375,FRAUD_RING
56529,3,2,0,0.0,0.0,1.0,0.5,308509.63,154254.82,0.667,0.333333,1.0,0.375,FRAUD_RING
15890,3,2,0,0.0,0.0,1.0,0.5,194161.39,97080.7,0.667,0.333333,1.0,0.375,FRAUD_RING
15889,3,2,0,0.0,0.0,1.0,0.5,384079.21,192039.61,0.667,0.333333,1.0,0.375,FRAUD_RING
15791,3,2,0,0.0,0.0,1.0,0.5,994690.75,497345.38,0.667,0.333333,1.0,0.375,FRAUD_RING
144214,3,2,0,0.0,0.0,1.0,0.5,433608.85,216804.42,0.667,0.333333,1.0,0.375,FRAUD_RING
56491,3,2,0,0.0,0.0,1.0,0.5,548664.19,274332.1,0.667,0.333333,1.0,0.375,FRAUD_RING
74502,3,2,0,0.0,0.0,1.0,0.5,553289.58,276644.79,0.667,0.333333,1.0,0.375,FRAUD_RING
74443,3,2,0,0.0,0.0,1.0,0.5,199364.02,99682.01,0.667,0.333333,1.0,0.375,FRAUD_RING
161271,3,2,0,0.0,0.0,1.0,0.5,172303.62,86151.81,0.667,0.333333,1.0,0.375,FRAUD_RING
161230,3,2,0,0.0,0.0,1.0,0.5,352420.39,176210.2,0.667,0.333333,1.0,0.375,FRAUD_RING
4370,3,2,0,0.0,0.0,1.0,0.5,372143.53,186071.77,0.667,0.333333,1.0,0.375,FRAUD_RING
35674,3,2,0,0.0,0.0,1.0,0.5,284937.36,142468.68,0.667,0.333333,1.0,0.375,FRAUD_RING
91148,3,2,0,0.0,0.0,1.0,0.5,548748.33,274374.16,0.667,0.333333,1.0,0.375,FRAUD_RING
91141,3,2,0,0.0,0.0,1.0,0.5,762978.62,381489.31,0.667,0.333333,1.0,0.375,FRAUD_RING
127721,3,2,0,0.0,0.0,1.0,0.5,213179.6,106589.8,0.667,0.333333,1.0,0.375,FRAUD_RING
127708,3,2,0,0.0,0.0,1.0,0.5,545656.23,272828.11,0.667,0.333333,1.0,0.375,FRAUD_RING
31639,3,2,0,0.0,0.0,1.0,0.5,829735.02,414867.51,0.667,0.333333,1.0,0.375,FRAUD_RING
31637,3,2,0,0.0,0.0,1.0,0.5,255719.51,127859.75,0.667,0.333333,1.0,0.375,FRAUD_RING
96316,3,2,0,0.0,0.0,1.0,0.5,289733.18,144866.59,0.667,0.333333,1.0,0.375,FRAUD_RING
96387,3,2,0,0.0,0.0,1.0,0.5,1772542.1,886271.05,0.667,0.333333,1.0,0.375,FRAUD_RING
56469,3,2,0,0.0,0.0,1.0,0.5,905364.67,452682.34,0.667,0.333333,1.0,0.375,FRAUD_RING
56455,3,2,0,0.0,0.0,1.0,0.5,315170.29,157585.15,0.667,0.333333,1.0,0.375,FRAUD_RING
108075,3,2,0,0.0,0.0,1.0,0.5,374890.01,187445.01,0.667,0.333333,1.0,0.375,FRAUD_RING
108303,3,2,0,0.0,0.0,1.0,0.5,458543.17,229271.59,0.667,0.333333,1.0,0.375,FRAUD_RING
144130,3,2,0,0.0,0.0,1.0,0.5,494610.04,247305.02,0.667,0.333333,1.0,0.375,FRAUD_RING
144097,3,2,0,0.0,0.0,1.0,0.5,649110.84,324555.42,0.667,0.333333,1.0,0.375,FRAUD_RING
56324,3,2,0,0.0,0.0,1.0,0.5,209350.38,104675.19,0.667,0.333333,1.0,0.375,FRAUD_RING
108349,3,2,0,0.0,0.0,1.0,0.5,206595.92,103297.96,0.667,0.333333,1.0,0.375,FRAUD_RING
56147,3,2,0,0.0,0.0,1.0,0.5,675920.98,337960.49,0.667,0.333333,1.0,0.375,FRAUD_RING
108490,3,2,0,0.0,0.0,1.0,0.5,184781.28,92390.64,0.667,0.333333,1.0,0.375,FRAUD_RING
108439,3,2,0,0.0,0.0,1.0,0.5,871546.53,435773.27,0.667,0.333333,1.0,0.375,FRAUD_RING
74924,3,2,0,0.0,0.0,1.0,0.5,4757580.15,2378790.08,0.667,0.333333,1.0,0.375,FRAUD_RING
74915,3,2,0,0.0,0.0,1.0,0.5,1008602.1,504301.05,0.667,0.333333,1.0,0.375,FRAUD_RING
123840,3,2,0,0.0,0.0,1.0,0.5,105170.61,52585.31,0.667,0.333333,1.0,0.375,FRAUD_RING
124137,3,2,0,0.0,0.0,1.0,0.5,444329.77,222164.89,0.667,0.333333,1.0,0.375,FRAUD_RING
124118,3,2,0,0.0,0.0,1.0,0.5,30625.28,15312.64,0.667,0.333333,1.0,0.375,FRAUD_RING
124102,3,2,0,0.0,0.0,1.0,0.5,475447.08,237723.54,0.667,0.333333,1.0,0.375,FRAUD_RING
35751,3,2,0,0.0,0.0,1.0,0.5,102415.27,51207.63,0.667,0.333333,1.0,0.375,FRAUD_RING
35747,3,2,0,0.0,0.0,1.0,0.5,1154134.13,577067.06,0.667,0.333333,1.0,0.375,FRAUD_RING
35725,3,2,0,0.0,0.0,1.0,0.5,342289.66,171144.83,0.667,0.333333,1.0,0.375,FRAUD_RING
35683,3,2,0,0.0,0.0,1.0,0.5,221194.74,110597.37,0.667,0.333333,1.0,0.375,FRAUD_RING
4264,3,2,0,0.0,0.0,1.0,0.5,213267.52,106633.76,0.667,0.333333,1.0,0.375,FRAUD_RING
88723,3,2,0,0.0,0.0,1.0,0.5,809814.82,404907.41,0.667,0.333333,1.0,0.375,FRAUD_RING
74545,3,2,0,0.0,0.0,1.0,0.5,284933.12,142466.56,0.667,0.333333,1.0,0.375,FRAUD_RING
108437,3,2,0,0.0,0.0,1.0,0.5,365521.99,182760.99,0.667,0.333333,1.0,0.375,FRAUD_RING
108371,3,2,0,0.0,0.0,1.0,0.5,290313.39,145156.7,0.667,0.333333,1.0,0.375,FRAUD_RING
108364,3,2,0,0.0,0.0,1.0,0.5,1465218.38,732609.19,0.667,0.333333,1.0,0.375,FRAUD_RING
16046,3,2,0,0.0,0.0,1.0,0.5,547118.2,273559.1,0.667,0.333333,1.0,0.375,FRAUD_RING
144034,3,2,0,0.0,0.0,1.0,0.5,269170.99,134585.49,0.667,0.333333,1.0,0.375,FRAUD_RING
143972,3,2,0,0.0,0.0,1.0,0.5,119952.93,59976.46,0.667,0.333333,1.0,0.375,FRAUD_RING
108521,3,2,0,0.0,0.0,1.0,0.5,608119.99,304059.99,0.667,0.333333,1.0,0.375,FRAUD_RING
56338,3,2,0,0.0,0.0,1.0,0.5,1928647.29,964323.65,0.667,0.333333,1.0,0.375,FRAUD_RING
143896,3,2,0,0.0,0.0,1.0,0.5,392157.71,196078.85,0.667,0.333333,1.0,0.375,FRAUD_RING
15865,3,2,0,0.0,0.0,1.0,0.5,2289724.93,1144862.47,0.667,0.333333,1.0,0.375,FRAUD_RING
16000,3,2,0,0.0,0.0,1.0,0.5,433130.26,216565.13,0.667,0.333333,1.0,0.375,FRAUD_RING
56183,3,2,0,0.0,0.0,1.0,0.5,377921.74,188960.87,0.667,0.333333,1.0,0.375,FRAUD_RING
56005,3,2,0,0.0,0.0,1.0,0.5,405720.44,202860.22,0.667,0.333333,1.0,0.375,FRAUD_RING
56002,5,4,0,0.0,0.0,1.0,0.5,1137582.93,284395.73,0.8,0.2,1.0,0.375,FRAUD_RING
56001,3,2,0,0.0,0.0,1.0,0.5,362493.72,181246.86,0.667,0.333333,1.0,0.375,FRAUD_RING
55978,3,2,0,0.0,0.0,1.0,0.5,167820.82,83910.41,0.667,0.333333,1.0,0.375,FRAUD_RING
108671,3,2,0,0.0,0.0,1.0,0.5,197525.59,98762.79,0.667,0.333333,1.0,0.375,FRAUD_RING
108667,3,2,0,0.0,0.0,1.0,0.5,339356.0,169678.0,0.667,0.333333,1.0,0.375,FRAUD_RING
108688,3,2,0,0.0,0.0,1.0,0.5,254459.98,127229.99,0.667,0.333333,1.0,0.375,FRAUD_RING
143768,3,2,0,0.0,0.0,1.0,0.5,324206.98,162103.49,0.667,0.333333,1.0,0.375,FRAUD_RING
16195,3,2,0,0.0,0.0,1.0,0.5,167365.57,83682.79,0.667,0.333333,1.0,0.375,FRAUD_RING
16131,3,2,0,0.0,0.0,1.0,0.5,323162.7,161581.35,0.667,0.333333,1.0,0.375,FRAUD_RING
55914,3,2,0,0.0,0.0,1.0,0.5,509852.74,254926.37,0.667,0.333333,1.0,0.375,FRAUD_RING
74713,3,2,0,0.0,0.0,1.0,0.5,114367.52,57183.76,0.667,0.333333,1.0,0.375,FRAUD_RING
74709,3,2,0,0.0,0.0,1.0,0.5,321939.11,160969.55,0.667,0.333333,1.0,0.375,FRAUD_RING
74668,3,2,0,0.0,0.0,1.0,0.5,499720.81,249860.4,0.667,0.333333,1.0,0.375,FRAUD_RING
96009,3,2,0,0.0,0.0,1.0,0.5,8635234.82,4317617.41,0.667,0.333333,1.0,0.375,FRAUD_RING
56034,3,2,0,0.0,0.0,1.0,0.5,91344.7,45672.35,0.667,0.333333,1.0,0.375,FRAUD_RING
56019,3,2,0,0.0,0.0,1.0,0.5,508212.89,254106.45,0.667,0.333333,1.0,0.375,FRAUD_RING
92085,3,2,0,0.0,0.0,1.0,0.5,121543.79,60771.9,0.667,0.333333,1.0,0.375,FRAUD_RING
92081,3,2,0,0.0,0.0,1.0,0.5,573369.79,286684.9,0.667,0.333333,1.0,0.375,FRAUD_RING
16322,3,2,0,0.0,0.0,1.0,0.5,330466.71,165233.36,0.667,0.333333,1.0,0.375,FRAUD_RING
143655,3,2,0,0.0,0.0,1.0,0.5,4691857.69,2345928.85,0.667,0.333333,1.0,0.375,FRAUD_RING
143605,3,2,0,0.0,0.0,1.0,0.5,833710.82,416855.41,0.667,0.333333,1.0,0.375,FRAUD_RING
143528,3,2,0,0.0,0.0,1.0,0.5,553724.37,276862.18,0.667,0.333333,1.0,0.375,FRAUD_RING
16221,3,2,0,0.0,0.0,1.0,0.5,502460.68,251230.34,0.667,0.333333,1.0,0.375,FRAUD_RING
143871,3,2,0,0.0,0.0,1.0,0.5,653099.21,326549.6,0.667,0.333333,1.0,0.375,FRAUD_RING
83238,3,2,0,0.0,0.0,1.0,0.5,6513593.63,3256796.81,0.667,0.333333,1.0,0.375,FRAUD_RING
83215,3,2,0,0.0,0.0,1.0,0.5,144093.5,72046.75,0.667,0.333333,1.0,0.375,FRAUD_RING
55811,3,2,0,0.0,0.0,1.0,0.5,667125.79,333562.9,0.667,0.333333,1.0,0.375,FRAUD_RING
56189,3,2,0,0.0,0.0,1.0,0.5,617496.95,308748.47,0.667,0.333333,1.0,0.375,FRAUD_RING
108819,3,2,0,0.0,0.0,1.0,0.5,449922.25,224961.12,0.667,0.333333,1.0,0.375,FRAUD_RING
89924,3,2,0,0.0,0.0,1.0,0.5,670008.89,335004.45,0.667,0.333333,1.0,0.375,FRAUD_RING
89914,3,2,0,0.0,0.0,1.0,0.5,363915.19,181957.59,0.667,0.333333,1.0,0.375,FRAUD_RING
16494,3,2,0,0.0,0.0,1.0,0.5,172211.3,86105.65,0.667,0.333333,1.0,0.375,FRAUD_RING
16487,3,2,0,0.0,0.0,1.0,0.5,187841.63,93920.82,0.667,0.333333,1.0,0.375,FRAUD_RING
16484,3,2,0,0.0,0.0,1.0,0.5,266526.72,133263.36,0.667,0.333333,1.0,0.375,FRAUD_RING
16434,3,2,0,0.0,0.0,1.0,0.5,696741.1,348370.55,0.667,0.333333,1.0,0.375,FRAUD_RING
16394,5,4,0,0.0,0.0,1.0,0.5,378389.94,94597.49,0.8,0.2,1.0,0.375,FRAUD_RING
16390,3,2,0,0.0,0.0,1.0,0.5,456164.22,228082.11,0.667,0.333333,1.0,0.375,FRAUD_RING
16367,3,2,0,0.0,0.0,1.0,0.5,746373.41,373186.71,0.667,0.333333,1.0,0.375,FRAUD_RING
16357,3,2,0,0.0,0.0,1.0,0.5,612185.28,306092.64,0.667,0.333333,1.0,0.375,FRAUD_RING
55759,3,2,0,0.0,0.0,1.0,0.5,276727.4,138363.7,0.667,0.333333,1.0,0.375,FRAUD_RING
74850,3,2,0,0.0,0.0,1.0,0.5,193207.78,96603.89,0.667,0.333333,1.0,0.375,FRAUD_RING
88703,3,2,0,0.0,0.0,1.0,0.5,1242354.86,621177.43,0.667,0.333333,1.0,0.375,FRAUD_RING
88643,3,2,0,0.0,0.0,1.0,0.5,265034.68,132517.34,0.667,0.333333,1.0,0.375,FRAUD_RING
89403,3,2,0,0.0,0.0,1.0,0.5,342958.25,171479.12,0.667,0.333333,1.0,0.375,FRAUD_RING
55576,3,2,0,0.0,0.0,1.0,0.5,296801.13,148400.57,0.667,0.333333,1.0,0.375,FRAUD_RING
108965,3,2,0,0.0,0.0,1.0,0.5,389317.99,194658.99,0.667,0.333333,1.0,0.375,FRAUD_RING
108888,3,2,0,0.0,0.0,1.0,0.5,907300.08,453650.04,0.667,0.333333,1.0,0.375,FRAUD_RING
108859,3,2,0,0.0,0.0,1.0,0.5,812025.52,406012.76,0.667,0.333333,1.0,0.375,FRAUD_RING
96004,3,2,0,0.0,0.0,1.0,0.5,728274.12,364137.06,0.667,0.333333,1.0,0.375,FRAUD_RING
74825,3,2,0,0.0,0.0,1.0,0.5,2251932.61,1125966.3,0.667,0.333333,1.0,0.375,FRAUD_RING
74810,3,2,0,0.0,0.0,1.0,0.5,383359.3,191679.65,0.667,0.333333,1.0,0.375,FRAUD_RING
74808,3,2,0,0.0,0.0,1.0,0.5,123783.01,61891.5,0.667,0.333333,1.0,0.375,FRAUD_RING
74763,3,2,0,0.0,0.0,1.0,0.5,246203.21,123101.6,0.667,0.333333,1.0,0.375,FRAUD_RING
108810,3,2,0,0.0,0.0,1.0,0.5,334460.73,167230.36,0.667,0.333333,1.0,0.375,FRAUD_RING
108791,3,2,0,0.0,0.0,1.0,0.5,1064838.51,532419.26,0.667,0.333333,1.0,0.375,FRAUD_RING
108729,3,2,0,0.0,0.0,1.0,0.5,309835.91,154917.96,0.667,0.333333,1.0,0.375,FRAUD_RING
108849,3,2,0,0.0,0.0,1.0,0.5,170119.6,85059.8,0.667,0.333333,1.0,0.375,FRAUD_RING
108847,3,2,0,0.0,0.0,1.0,0.5,188244.32,94122.16,0.667,0.333333,1.0,0.375,FRAUD_RING
108820,3,2,0,0.0,0.0,1.0,0.5,111469.89,55734.94,0.667,0.333333,1.0,0.375,FRAUD_RING
109024,3,2,0,0.0,0.0,1.0,0.5,1738025.38,869012.69,0.667,0.333333,1.0,0.375,FRAUD_RING
55371,3,2,0,0.0,0.0,1.0,0.5,956779.15,478389.57,0.667,0.333333,1.0,0.375,FRAUD_RING
55329,3,2,0,0.0,0.0,1.0,0.5,363785.97,181892.98,0.667,0.333333,1.0,0.375,FRAUD_RING
143171,3,2,0,0.0,0.0,1.0,0.5,501048.33,250524.17,0.667,0.333333,1.0,0.375,FRAUD_RING
87318,3,2,0,0.0,0.0,1.0,0.5,125951.46,62975.73,0.667,0.333333,1.0,0.375,FRAUD_RING
143476,3,2,0,0.0,0.0,1.0,0.5,475722.77,237861.39,0.667,0.333333,1.0,0.375,FRAUD_RING
55703,3,2,0,0.0,0.0,1.0,0.5,430783.75,215391.88,0.667,0.333333,1.0,0.375,FRAUD_RING
55655,3,2,0,0.0,0.0,1.0,0.5,167201.53,83600.76,0.667,0.333333,1.0,0.375,FRAUD_RING
55654,3,2,0,0.0,0.0,1.0,0.5,480915.97,240457.99,0.667,0.333333,1.0,0.375,FRAUD_RING
55611,3,2,0,0.0,0.0,1.0,0.5,660299.63,330149.82,0.667,0.333333,1.0,0.375,FRAUD_RING
16566,3,2,0,0.0,0.0,1.0,0.5,142135.83,71067.91,0.667,0.333333,1.0,0.375,FRAUD_RING
16557,3,2,0,0.0,0.0,1.0,0.5,210483.5,105241.75,0.667,0.333333,1.0,0.375,FRAUD_RING
16543,3,2,0,0.0,0.0,1.0,0.5,470302.4,235151.2,0.667,0.333333,1.0,0.375,FRAUD_RING
16519,3,2,0,0.0,0.0,1.0,0.5,45506.68,22753.34,0.667,0.333333,1.0,0.375,FRAUD_RING
16703,3,2,0,0.0,0.0,1.0,0.5,788295.88,394147.94,0.667,0.333333,1.0,0.375,FRAUD_RING
31538,3,2,0,0.0,0.0,1.0,0.5,274380.56,137190.28,0.667,0.333333,1.0,0.375,FRAUD_RING
31488,3,2,0,0.0,0.0,1.0,0.5,1001584.08,500792.04,0.667,0.333333,1.0,0.375,FRAUD_RING
35770,3,2,0,0.0,0.0,1.0,0.5,384278.31,192139.15,0.667,0.333333,1.0,0.375,FRAUD_RING
35768,3,2,0,0.0,0.0,1.0,0.5,323217.11,161608.55,0.667,0.333333,1.0,0.375,FRAUD_RING
123963,3,2,0,0.0,0.0,1.0,0.5,1033513.69,516756.84,0.667,0.333333,1.0,0.375,FRAUD_RING
123944,3,2,0,0.0,0.0,1.0,0.5,391142.96,195571.48,0.667,0.333333,1.0,0.375,FRAUD_RING
123938,3,2,0,0.0,0.0,1.0,0.5,61394.68,30697.34,0.667,0.333333,1.0,0.375,FRAUD_RING
108851,3,2,0,0.0,0.0,1.0,0.5,200766.84,100383.42,0.667,0.333333,1.0,0.375,FRAUD_RING
109012,3,2,0,0.0,0.0,1.0,0.5,478829.32,239414.66,0.667,0.333333,1.0,0.375,FRAUD_RING
109010,3,2,0,0.0,0.0,1.0,0.5,448311.45,224155.73,0.667,0.333333,1.0,0.375,FRAUD_RING
109006,3,2,0,0.0,0.0,1.0,0.5,255023.54,127511.77,0.667,0.333333,1.0,0.375,FRAUD_RING
16811,3,2,0,0.0,0.0,1.0,0.5,260399.88,130199.94,0.667,0.333333,1.0,0.375,FRAUD_RING
143316,3,2,0,0.0,0.0,1.0,0.5,929905.68,464952.84,0.667,0.333333,1.0,0.375,FRAUD_RING
55524,3,2,0,0.0,0.0,1.0,0.5,3339202.86,1669601.43,0.667,0.333333,1.0,0.375,FRAUD_RING
55493,3,2,0,0.0,0.0,1.0,0.5,273777.47,136888.73,0.667,0.333333,1.0,0.375,FRAUD_RING
55227,3,2,0,0.0,0.0,1.0,0.5,1185036.05,592518.03,0.667,0.333333,1.0,0.375,FRAUD_RING
109161,3,2,0,0.0,0.0,1.0,0.5,705374.05,352687.03,0.667,0.333333,1.0,0.375,FRAUD_RING
161881,3,2,0,0.0,0.0,1.0,0.5,500611.6,250305.8,0.667,0.333333,1.0,0.375,FRAUD_RING
161636,3,2,0,0.0,0.0,1.0,0.5,287459.15,143729.57,0.667,0.333333,1.0,0.375,FRAUD_RING
4058,3,2,0,0.0,0.0,1.0,0.5,556521.96,278260.98,0.667,0.333333,1.0,0.375,FRAUD_RING
95768,3,2,0,0.0,0.0,1.0,0.5,549818.42,274909.21,0.667,0.333333,1.0,0.375,FRAUD_RING
95763,3,2,0,0.0,0.0,1.0,0.5,119996.62,59998.31,0.667,0.333333,1.0,0.375,FRAUD_RING
123647,3,2,0,0.0,0.0,1.0,0.5,126882.88,63441.44,0.667,0.333333,1.0,0.375,FRAUD_RING
36007,3,2,0,0.0,0.0,1.0,0.5,696440.55,348220.28,0.667,0.333333,1.0,0.375,FRAUD_RING
36128,3,2,0,0.0,0.0,1.0,0.5,366106.25,183053.12,0.667,0.333333,1.0,0.375,FRAUD_RING
36117,3,2,0,0.0,0.0,1.0,0.5,1112418.15,556209.07,0.667,0.333333,1.0,0.375,FRAUD_RING
36098,3,2,0,0.0,0.0,1.0,0.5,503061.86,251530.93,0.667,0.333333,1.0,0.375,FRAUD_RING
35902,3,2,0,0.0,0.0,1.0,0.5,278237.73,139118.86,0.667,0.333333,1.0,0.375,FRAUD_RING
35880,3,2,0,0.0,0.0,1.0,0.5,286343.89,143171.95,0.667,0.333333,1.0,0.375,FRAUD_RING
36033,3,2,0,0.0,0.0,1.0,0.5,172563.66,86281.83,0.667,0.333333,1.0,0.375,FRAUD_RING
95761,3,2,0,0.0,0.0,1.0,0.5,332004.86,166002.43,0.667,0.333333,1.0,0.375,FRAUD_RING
95926,3,2,0,0.0,0.0,1.0,0.5,16338500.67,8169250.33,0.667,0.333333,1.0,0.375,FRAUD_RING
75036,3,2,0,0.0,0.0,1.0,0.5,255981.75,127990.88,0.667,0.333333,1.0,0.375,FRAUD_RING
75031,3,2,0,0.0,0.0,1.0,0.5,122319.04,61159.52,0.667,0.333333,1.0,0.375,FRAUD_RING
75014,3,2,0,0.0,0.0,1.0,0.5,483878.22,241939.11,0.667,0.333333,1.0,0.375,FRAUD_RING
75128,3,2,0,0.0,0.0,1.0,0.5,291240.65,145620.33,0.667,0.333333,1.0,0.375,FRAUD_RING
74861,3,2,0,0.0,0.0,1.0,0.5,147961.95,73980.98,0.667,0.333333,1.0,0.375,FRAUD_RING
109213,3,2,0,0.0,0.0,1.0,0.5,730313.6,365156.8,0.667,0.333333,1.0,0.375,FRAUD_RING
17010,3,2,0,0.0,0.0,1.0,0.5,1010763.87,505381.94,0.667,0.333333,1.0,0.375,FRAUD_RING
16762,3,2,0,0.0,0.0,1.0,0.5,389735.13,194867.57,0.667,0.333333,1.0,0.375,FRAUD_RING
16710,3,2,0,0.0,0.0,1.0,0.5,200717.18,100358.59,0.667,0.333333,1.0,0.375,FRAUD_RING
16823,3,2,0,0.0,0.0,1.0,0.5,392544.99,196272.49,0.667,0.333333,1.0,0.375,FRAUD_RING
55321,3,2,0,0.0,0.0,1.0,0.5,799486.46,399743.23,0.667,0.333333,1.0,0.375,FRAUD_RING
55316,3,2,0,0.0,0.0,1.0,0.5,281475.91,140737.96,0.667,0.333333,1.0,0.375,FRAUD_RING
81398,3,2,0,0.0,0.0,1.0,0.5,625074.23,312537.11,0.667,0.333333,1.0,0.375,FRAUD_RING
16802,3,2,0,0.0,0.0,1.0,0.5,2121857.39,1060928.7,0.667,0.333333,1.0,0.375,FRAUD_RING
16786,3,2,0,0.0,0.0,1.0,0.5,839933.29,419966.65,0.667,0.333333,1.0,0.375,FRAUD_RING
109379,3,2,0,0.0,0.0,1.0,0.5,754130.12,377065.06,0.667,0.333333,1.0,0.375,FRAUD_RING
109369,3,2,0,0.0,0.0,1.0,0.5,280422.05,140211.03,0.667,0.333333,1.0,0.375,FRAUD_RING
109346,3,2,0,0.0,0.0,1.0,0.5,756265.71,378132.85,0.667,0.333333,1.0,0.375,FRAUD_RING
109335,3,2,0,0.0,0.0,1.0,0.5,379462.27,189731.14,0.667,0.333333,1.0,0.375,FRAUD_RING
143023,3,2,0,0.0,0.0,1.0,0.5,730532.22,365266.11,0.667,0.333333,1.0,0.375,FRAUD_RING
143144,3,2,0,0.0,0.0,1.0,0.5,1205051.63,602525.81,0.667,0.333333,1.0,0.375,FRAUD_RING
16924,3,2,0,0.0,0.0,1.0,0.5,325540.11,162770.05,0.667,0.333333,1.0,0.375,FRAUD_RING
16912,3,2,0,0.0,0.0,1.0,0.5,476000.53,238000.27,0.667,0.333333,1.0,0.375,FRAUD_RING
16877,3,2,0,0.0,0.0,1.0,0.5,472594.35,236297.18,0.667,0.333333,1.0,0.375,FRAUD_RING
109409,3,2,0,0.0,0.0,1.0,0.5,445480.44,222740.22,0.667,0.333333,1.0,0.375,FRAUD_RING
109383,3,2,0,0.0,0.0,1.0,0.5,268640.18,134320.09,0.667,0.333333,1.0,0.375,FRAUD_RING
142988,3,2,0,0.0,0.0,1.0,0.5,876467.4,438233.7,0.667,0.333333,1.0,0.375,FRAUD_RING
80069,3,2,0,0.0,0.0,1.0,0.5,327665.37,163832.68,0.667,0.333333,1.0,0.375,FRAUD_RING
123725,3,2,0,0.0,0.0,1.0,0.5,297211.33,148605.67,0.667,0.333333,1.0,0.375,FRAUD_RING
123653,3,2,0,0.0,0.0,1.0,0.5,295819.59,147909.8,0.667,0.333333,1.0,0.375,FRAUD_RING
127788,3,2,0,0.0,0.0,1.0,0.5,476872.69,238436.34,0.667,0.333333,1.0,0.375,FRAUD_RING
127852,3,2,0,0.0,0.0,1.0,0.5,547042.19,273521.09,0.667,0.333333,1.0,0.375,FRAUD_RING
31443,3,2,0,0.0,0.0,1.0,0.5,301671.8,150835.9,0.667,0.333333,1.0,0.375,FRAUD_RING
16987,3,2,0,0.0,0.0,1.0,0.5,439746.99,219873.49,0.667,0.333333,1.0,0.375,FRAUD_RING
16952,3,2,0,0.0,0.0,1.0,0.5,405233.71,202616.85,0.667,0.333333,1.0,0.375,FRAUD_RING
16936,3,2,0,0.0,0.0,1.0,0.5,421128.1,210564.05,0.667,0.333333,1.0,0.375,FRAUD_RING
16933,3,2,0,0.0,0.0,1.0,0.5,10155981.05,5077990.53,0.667,0.333333,1.0,0.375,FRAUD_RING
54706,3,2,0,0.0,0.0,1.0,0.5,1555920.58,777960.29,0.667,0.333333,1.0,0.375,FRAUD_RING
54702,3,2,0,0.0,0.0,1.0,0.5,409679.19,204839.6,0.667,0.333333,1.0,0.375,FRAUD_RING
54694,3,2,0,0.0,0.0,1.0,0.5,374948.66,187474.33,0.667,0.333333,1.0,0.375,FRAUD_RING
54676,3,2,0,0.0,0.0,1.0,0.5,541609.92,270804.96,0.667,0.333333,1.0,0.375,FRAUD_RING
81436,3,2,0,0.0,0.0,1.0,0.5,505837.72,252918.86,0.667,0.333333,1.0,0.375,FRAUD_RING
4013,3,2,0,0.0,0.0,1.0,0.5,650954.72,325477.36,0.667,0.333333,1.0,0.375,FRAUD_RING
